,action_game,platform_game,puzzle_video_game,adventure_game,role-playing_video_game,indie_game,dates,lang
679,590858.0,415017.0,247335.0,324127.0,309025.0,336501.0,2020-11-10,en
680,574899.0,429040.0,260569.0,318500.0,306393.0,318998.0,2020-11-11,en
681,574904.0,434513.0,218185.0,325193.0,306271.0,326679.0,2020-11-12,en
682,579103.0,418123.0,201154.0,342056.0,283083.0,298093.0,2020-11-13,en
683,619034.0,446221.0,190107.0,325825.0,281510.0,293412.0,2020-11-14,en
684,652536.0,473838.0,204159.0,332087.0,299645.0,302460.0,2020-11-15,en
685,602919.0,439238.0,204462.0,332706.0,297844.0,308425.0,2020-11-16,en
686,568416.0,418536.0,205265.0,329460.0,291753.0,323040.0,2020-11-17,en
687,579600.0,420034.0,203880.0,415607.0,293191.0,310662.0,2020-11-18,en
688,572825.0,419556.0,207436.0,318152.0,293810.0,316156.0,2020-11-19,en
689,596054.0,455579.0,220491.0,314203.0,296439.0,307514.0,2020-11-20,en
690,657655.0,541586.0,199184.0,312799.0,295907.0,288875.0,2020-11-21,en
691,677346.0,513628.0,202872.0,344431.0,310131.0,300113.0,2020-11-22,en
692,622956.0,477459.0,207911.0,322859.0,328740.0,308358.0,2020-11-23,en
693,587241.0,459959.0,211239.0,313127.0,308328.0,298772.0,2020-11-24,en
694,585983.0,436995.0,195146.0,307939.0,296551.0,297329.0,2020-11-25,en
695,620942.0,444001.0,190006.0,307555.0,297091.0,301363.0,2020-11-26,en
696,664259.0,500262.0,192198.0,308396.0,299595.0,299517.0,2020-11-27,en
697,648684.0,488303.0,194022.0,315188.0,321213.0,306086.0,2020-11-28,en
698,684706.0,488982.0,201679.0,333081.0,322612.0,311900.0,2020-11-29,en
699,647050.0,454929.0,204419.0,325360.0,322900.0,319547.0,2020-11-30,en
700,618040.0,430027.0,197449.0,329109.0,300138.0,312887.0,2020-12-01,en
701,640878.0,482233.0,195660.0,336884.0,291191.0,308269.0,2020-12-02,en
702,619674.0,414967.0,199201.0,320962.0,297763.0,316881.0,2020-12-03,en
703,664918.0,422673.0,194665.0,316728.0,301162.0,309182.0,2020-12-04,en
704,702615.0,441137.0,192760.0,318269.0,297630.0,315090.0,2020-12-05,en
705,770325.0,469766.0,197668.0,339927.0,309643.0,334078.0,2020-12-06,en
706,760550.0,438426.0,208145.0,336956.0,310799.0,312564.0,2020-12-07,en
707,686836.0,411343.0,205924.0,330253.0,299685.0,308838.0,2020-12-08,en
708,655941.0,409313.0,207958.0,328123.0,295022.0,312191.0,2020-12-09,en
709,670104.0,428492.0,205821.0,321072.0,289101.0,303146.0,2020-12-10,en
710,787591.0,503014.0,196615.0,320028.0,367493.0,354689.0,2020-12-11,en
711,740781.0,452500.0,188282.0,323121.0,317810.0,314802.0,2020-12-12,en
712,1068659.0,503694.0,199835.0,345421.0,338889.0,315114.0,2020-12-13,en
713,735197.0,442998.0,204206.0,338767.0,325262.0,324786.0,2020-12-14,en
714,649290.0,426487.0,194556.0,321210.0,313006.0,322952.0,2020-12-15,en
715,628657.0,415203.0,196144.0,345621.0,312951.0,322429.0,2020-12-16,en
716,639078.0,402707.0,191908.0,371412.0,309749.0,305435.0,2020-12-17,en
717,656401.0,412291.0,182597.0,374809.0,306836.0,294290.0,2020-12-18,en
718,689439.0,447132.0,176429.0,385582.0,305817.0,293369.0,2020-12-19,en
719,725557.0,447985.0,185538.0,434044.0,330616.0,351744.0,2020-12-20,en
720,701733.0,425961.0,186027.0,380120.0,326266.0,361202.0,2020-12-21,en
721,679740.0,417594.0,185575.0,355964.0,332574.0,339707.0,2020-12-22,en
722,684672.0,418449.0,184420.0,341715.0,330857.0,317211.0,2020-12-23,en
723,820299.0,411572.0,177020.0,339103.0,307723.0,285894.0,2020-12-24,en
724,1007510.0,443985.0,179081.0,340463.0,315603.0,290114.0,2020-12-25,en
725,918613.0,502950.0,191637.0,356472.0,357471.0,307777.0,2020-12-26,en
726,793787.0,522161.0,211879.0,375959.0,379403.0,319531.0,2020-12-27,en
727,728247.0,486879.0,195492.0,362299.0,367150.0,331950.0,2020-12-28,en
728,669013.0,453204.0,193710.0,344672.0,359388.0,312377.0,2020-12-29,en
729,652032.0,450408.0,197021.0,336800.0,362757.0,319928.0,2020-12-30,en
730,642637.0,432351.0,177743.0,315422.0,331321.0,323657.0,2020-12-31,en
